iou,groundwater_cost,electricity_price_pilot,groundwater_use_backchecks,groundwater_use,groundwater_use_v2,survey_price
1,188.7763,38.86191,15283.69,76646.16,15221.23,23.0604
1,311.3948,112.6483,,141474.2,11903.61,23.96661
1,657.5273,361.1803,3560.219,44425.33,3524.94,43.62695
1,158.7014,41.9719,16036.95,78174.37,15799.25,-6.184999
1,502.2593,97.28109,7453.171,51042.38,7378.49,13.41963
1,298.0328,117.5635,,117898.9,12483.94,16.29009
1,189.0019,50.0375,,210804.7,15100.6,8.775826
1,500.8419,193.2986,,35345.21,7222.646,47.63601
1,87.61017,14.55002,17810.8,18620.97,17589.79,-10.72471
1,427.8829,206.8452,,109467.9,9099.919,38.22227
1,131.8216,61.08443,16699.89,186746.6,16547.15,-6.633615
1,263.1065,20.8596,,154415.5,13218.42,13.58531
1,161.2124,32.21721,,226764.4,15782.93,11.14923
1,174.2712,74.39816,,220379.6,15444.47,12.73519
1,321.6091,108.6784,,135070.2,11834.68,20.25628
1,490.5827,138.0922,,16589.32,7697.084,33.74578
1,311.3806,62.70057,12209.65,135267.8,12034.37,24.26075
1,460.7992,142.0247,8482.727,121526.4,8432.335,6.567985
1,267.4253,60.84392,13308.95,65756.76,13312.75,11.70296
1,444.8852,52.75483,8867.755,33475.24,8841.47,17.93223
1,127.7183,12.77751,16812.56,35302.15,16487.4,32.65231
1,474.4547,144.4046,,86300.73,7823.584,27.37223
1,130.2894,64.63719,,110417.1,16558.26,4.534798
1,460.8522,94.13365,8477.741,15724.66,8172.7,48.06318
1,265.9619,77.21005,13353.21,67810.84,13269.57,12.09909
1,81.55328,35.39485,17953.46,69790.16,17826.26,14.28892
1,218.4905,35.7627,,208814.8,14519.73,14.86463
1,132.0629,22.72227,,90299.45,16513.07,-15.36889
1,291.4742,58.5263,12719.31,71659.69,12448.72,22.96787
1,278.8307,35.60207,,140310.5,12963.68,26.08737
1,174.601,48.37996,,237517.4,15471.98,-19.01138
1,125.6655,64.20335,,45520.23,16539.07,26.40349
1,249.1662,85.18386,13777.66,123865.2,13743.79,2.31039
1,437.2306,202.1266,,118279.1,8972.13,35.92815
1,324.7061,28.19279,,165984.7,11617.45,45.92099
1,427.5591,35.7531,9303.096,139937.5,9225.123,29.02627
1,130.1721,25.33812,,67990.64,16445.75,1.986543
1,158.1845,59.92191,,101901.2,16032.17,20.2605
1,308.8109,123.0626,12276.32,102009.8,12126.26,36.82635
1,70.41528,31.95384,18236.98,56618.86,17938.92,-7.124195
1,127.5078,41.10769,16812.04,225830.7,16638.38,11.77992
1,129.9879,22.77171,16751.6,82301.15,16506.94,4.732693
1,99.65063,12.50168,,105702.7,17505.56,-2.163942
1,128.3997,86.95861,16794.41,223264.8,16550.56,-7.824575
1,398.6693,31.40526,,88713.47,9904.149,42.55449
1,292.5837,124.2263,12683.99,20818.99,12538.85,14.77734
1,353.5989,83.65788,,150218.1,11042.29,28.58611
1,762.7581,107.2236,,13203.19,872.8663,54.08793
1,68.26423,11.8741,,141085.7,17995.54,-9.747941
1,220.4707,44.99208,14491.12,196207.1,14238.32,-11.89162
1,323.6164,156.2035,,117753.9,11677.4,15.66488
1,519.8354,52.10157,,79347.19,6785.188,29.22312
1,309.7853,69.80035,,163186.3,12078.67,25.06621
1,202.8524,58.09257,,65404.74,14787.5,4.31914
1,101.7027,63.33185,17460.26,78596.16,17259.17,8.126289
1,164.2997,27.63511,,178292.7,15664.87,-1.030463
1,142.9048,32.21077,,96897.47,16109.33,3.086186
1,103.5181,6.506664,17418.89,214847.5,17091.6,9.855481
1,566.3947,413.1284,5842.88,26640.15,5579.151,34.13464
1,518.879,110.5148,,59729.02,6923.916,28.42496
1,402.8441,77.19029,9929.045,101009.4,9644.485,27.32722
1,70.60847,15.99644,18229.12,136524.9,18173.56,18.17854
1,310.0027,83.13898,,114363.9,12085.52,35.33655
1,220.5071,53.49877,,104909.8,14394.26,7.646741
1,518.7666,289.1003,7033.802,42015.33,6717.111,25.39517
1,249.4082,25.05625,,166834.1,13417.92,13.26222
1,237.0665,20.626,14082.25,183979.7,13884.15,17.11036
1,355.3476,139.1953,,89945.93,10791.13,17.20202
1,685.4285,343.6292,,9105.858,2539.882,39.34148
1,399.8671,399.211,,105250.1,9886.6,22.22646
1,204.6823,20.98925,,162804.3,14706.51,23.40455
1,254.0585,138.9139,,210053.8,13634,26.42779
1,552.8511,146.503,,58963.39,6046.149,21.93699
1,305.3934,86.31681,,141429.9,12277.78,22.3091
1,382.3423,125.3017,,118568.7,10153,13.16466
1,539.0928,189.9431,,34235.77,6216.657,36.1958
1,326.6716,41.55932,11834.26,178352.6,11822.47,8.429526
1,221.2913,49.40297,,182931,14378.97,7.251409
1,203.3304,71.74654,14924.59,224609.6,14793.21,13.73009
1,430.3313,124.1042,,50915.42,9052.244,22.4804
1,248.8286,59.58376,,41907.95,13436.26,3.799278
1,127.0957,14.43539,,268290.3,16776.05,14.58835
1,160.2864,18.57733,,17533.81,15666.36,14.9489
1,293.0748,42.47731,12671.41,156499.5,12516.38,19.23893
1,370.6435,90.13281,,64212.11,10724.08,44.39212
1,173.726,73.0032,,195624.3,15347.08,-6.275598
1,428.3557,55.41716,,92604.09,9291.822,14.10646
1,144.0889,36.99226,16395.95,90724.93,16058,20.71988
1,85.6201,13.88891,,148257.7,17862.71,9.349418
1,128.7597,13.69856,,246031.8,16473.09,14.77736
1,352.7964,178.4339,,64502.66,11102.02,25.21782
1,384.4041,92.20605,10400.83,100073.5,10387.77,27.34281
1,262.6021,50.73339,,194407.4,13245.63,10.35937
1,243.9971,71.16188,,85242.27,13699.32,16.30465
1,130.1928,47.57498,,175707.6,16589.13,20.53045
1,207.0744,116.6514,,237065.2,14753.11,16.10754
1,84.44969,21.6121,17902.4,267817.4,17684.94,-1.447684
1,387.5122,168.7727,,33238.28,10081.38,15.54014
1,263.5895,46.61347,13407.87,185129.6,13397.73,13.84687
1,293.6733,26.62133,,145419,12528.6,19.87137
1,250.4596,78.9058,13731.04,196587.7,13539.55,10.22165
1,189.8528,73.20862,15252.76,55596.21,15249.73,-1.782467
1,324.5327,38.92358,11886.19,92112.99,11770.34,5.728832
1,385.7415,91.04288,,137192.4,10270.91,34.12762
1,282.846,169.3555,12928.49,166960.2,12926.79,6.385296
1,715.6547,107.5645,,27884.7,1771.606,56.84418
1,252.9455,52.10765,,135090.3,13343.96,35.6642
1,279.0565,65.87299,,108992.6,12769.93,7.974775
1,464.9349,171.7405,8378.425,109797.4,8175.408,38.75161
1,370.3034,76.4984,,99335.27,10433.04,26.48084
1,221.3411,61.44231,,168775.4,14334.79,36.02924
1,262.5091,45.81288,13445.87,84946.45,13302.28,30.47378
1,129.3622,12.77004,,226814.3,16620.27,15.47413
1,354.9001,218.1251,,26692.64,11093.96,15.51352
1,280.2953,116.8112,,48924.97,12954.38,24.54257
1,549.3182,253.4826,,50499.66,6209.809,24.86081
1,324.9975,167.9556,11874.82,75956.98,11615.5,18.9851
1,40.392,1.085519,18997.66,214812.4,18905.44,15.01274
1,231.9477,64.83497,,210611.7,14102.96,13.29486
1,416.8733,201.8855,,115943.4,9325.24,22.41471
1,354.7831,91.00951,,161411.1,10794.86,25.98058
1,234.5386,74.8922,,160261.6,14028.1,27.85213
1,267.1691,76.81255,,174280.3,13047.28,2.779772
1,339.157,30.686,,126067.9,11320.97,10.83742
1,130.0072,21.14307,16752.79,161885,16753.7,16.15626
1,381.7172,256.8265,,131092,10145.94,28.18997
1,354.7707,164.0151,,72851.48,10822.84,23.42703
1,157.778,41.00563,,208424.9,15843.34,-6.567385
1,236.8149,17.10082,14083.07,55856.1,13823.66,17.1293
1,276.4924,54.14183,,188726.9,12861.74,29.08785
1,297.1422,26.33671,,32550.51,12558.29,13.14344
1,127.5519,78.03113,,178943.4,16748.67,-18.33434
1,200.6604,67.66711,14989.46,138228,14774.26,31.18783
1,217.8471,45.09713,14559.77,223719.8,14225.39,11.10845
1,114.1793,51.14304,17155.01,162792.5,16920.25,18.36104
1,433.4919,93.15068,,52081.18,9107.576,45.32605
1,175.2285,17.0672,,183834.9,15609.68,12.48801
1,173.3678,22.71494,15673.4,104230.9,15551.69,6.81938
1,130.6229,31.21444,,50239.2,16728.99,3.198567
1,187.4093,63.29873,,41282.05,15025.06,-13.29698
1,399.1375,207.1052,,34066.65,9939.842,12.19379
1,429.9038,212.061,,97346.05,9002.967,48.97271
1,201.4423,52.44685,14964.22,110005,14886.55,23.00485
1,503.2047,190.6359,7420.254,55626.14,7385.191,34.51217
1,412.5353,117.911,,134334.6,9672.271,36.84646
1,593.7355,288.2903,,25142.1,5098.944,30.01939
1,623.8687,130.4364,,41271.94,4263.833,25.86459
1,278.2033,62.2434,13047.82,78811.44,12760.21,11.56174
1,234.5927,59.50047,,225413.3,14069.99,.3225523
1,386.3362,108.7332,,133113,9999.014,6.749835
1,551.5544,322.1909,6218.045,97286.58,5908.357,42.67838
1,429.7233,80.38763,9259.862,18794.64,9213.858,22.08225
1,430.0797,168.0413,9246.319,96412.31,8994.63,51.34624
1,160.1428,40.88933,,210644.1,15798.89,4.901612
1,441.8412,40.39026,8949.729,11486.05,8626.514,24.63183
1,367.5875,335.4769,10808.53,121655.7,10624.93,18.69245
1,130.6672,50.43496,16735.64,213946.4,16607.22,.2546023
1,129.3438,53.555,,76567.24,16613.26,21.27428
1,221.3489,150.0647,14464.64,211811,14158.69,5.671886
1,548.5663,164.6915,6283.537,39635.43,6042.982,8.727542
1,505.9504,217.9128,,111608.2,7118.895,42.44946
1,131.5002,62.1284,,201713.3,16441.34,-10.84915
1,81.28061,18.06076,,159010.5,17660.46,14.71255
1,503.6575,168.6023,,99795.66,7351.914,50.41558
1,611.2009,418.9295,,55602.69,4708.822,44.75122
1,206.3863,34.39804,,163138.1,14737.45,14.78076
1,476.7363,31.65117,,96284.89,7881.028,29.58308
1,130.4677,10.63536,,58104.1,16679.69,-15.3596
1,339.5515,45.33991,,123338.8,11443.23,25.32511
1,177.3471,40.086,15568.84,63592.93,15345.67,16.74995
1,356.5305,81.68707,,161043.2,10818.48,31.64769
1,144.8233,12.98329,,185325.2,16274.8,14.49375
1,130.8297,28.92069,16723.38,265460.6,16656.5,4.355331
1,249.5089,78.41107,,214711.3,13533.77,22.63386
1,355.7786,128.0776,11104.03,58817.94,10991.62,13.0997
1,204.7647,68.72427,,216034,14832.07,21.34168
1,266.8505,190.7354,,89598.3,13310.7,49.52139
1,640.2299,296.6424,,25333.33,3702.288,33.65776
1,248.9803,36.35907,,16114.6,13766.43,18.66252
1,129.1915,40.01215,16771.43,180184.6,16583.54,21.11239
1,640.9825,70.38366,,14165.41,3650.463,59.63392
1,129.5165,54.4785,,106492.9,16441.96,8.335248
1,159.6934,37.04849,,152290.2,15725.3,-12.53305
1,41.66478,7.812559,18962.12,122334.8,18889.03,2.269724
1,536.2394,60.63934,,38909.95,6266.093,29.73455
1,128.131,58.94189,,28835.16,16704.07,3.84579
1,269.7612,111.207,,208959.3,12934.69,15.81991
1,504.7738,202.629,,105346.4,7076.05,35.83255
1,505.0908,340.9197,,35841.89,7334.157,38.37005
1,128.2161,32.08271,16794.35,237957.2,16674.51,-15.33782
1,235.9486,114.7933,,75015.54,13848.02,10.23355
1,415.7814,86.60441,,149409.8,9619.491,30.30805
1,46.65394,6.002186,,100158.8,18630.55,-11.86581
1,128.3653,28.34866,16796.86,210314.1,16620.82,7.807335
1,566.058,160.2468,,7444.972,5600.946,16.2974
1,102.3088,53.85895,17442.76,147010.7,17441.66,16.2013
1,99.20075,14.24859,,75923.11,17414.62,-5.608422
1,381.3565,47.13586,,54236.43,10175.14,24.12749
1,217.4563,50.87985,,178931.2,14342.92,13.62841
1,38.81585,2.141098,,212894.3,18850.35,18.00416
1,284.4588,125.0738,12887.42,70113.53,12656.29,14.48327
1,430.5052,174.9925,,52581.38,8909.457,12.60157
1,131.1161,58.25064,16719.05,232053.6,16508.75,8.800201
1,87.48249,28.73547,,226528.6,17517.08,.7318974
1,42.52853,2.877444,,119053.4,18935.89,-.5749138
1,248.5539,58.28269,,161095.9,13748.82,-10.47846
1,128.2644,17.22452,,233650.9,16624.38,-1.327814
1,313.1425,37.60081,,192291.8,12145.98,10.79329
1,446.7312,107.5846,,131226.9,8796.078,27.41422
1,127.3156,18.18594,,228245.7,16548.53,13.56172
1,146.3037,81.23431,16347.99,128038.8,16212.66,26.62876
1,54.10681,2.954509,,65554.32,18450.72,13.23347
1,235.2477,63.79221,,128584.8,13888.61,43.86489
1,699.342,127.4359,,2796.107,2348.455,56.79065
1,222.3435,81.82269,,224066.7,14338.55,32.11513
1,250.7133,57.85435,,90055.67,13627.05,13.74144
1,204.6219,34.91551,,147265.8,14604.02,4.393774
1,252.932,38.51031,,210556.1,13461.21,12.38725
1,175.1048,114.3818,,171223.1,15440.64,-.1891919
1,369.1508,32.00946,10768.79,78413.09,10460.95,22.98701
1,337.7368,98.89905,11559.33,154697.3,11434.46,8.002727
1,206.8588,48.36404,14823.98,41876.41,14562.1,9.732447
1,219.2178,131.1027,,207177.9,14269.64,10.0906
1,172.9926,11.00539,15673.79,109255.9,15395.79,14.32364
1,357.1119,23.76442,11072.2,136198.3,10959.88,21.12195
1,131.8355,25.21315,,198020.2,16683.83,8.763102
1,340.4818,94.97408,,69264.77,11371.92,12.96416
1,479.017,225.6787,,66415.12,7990.518,38.86361
1,249.5318,16.5173,,87590.94,13580.29,16.80397
1,190.6348,44.56865,15239.2,90698,14972.57,.4473599
1,112.7346,20.78103,,65011.8,17159.39,-5.492131
1,174.4051,34.38003,15635.12,52132.61,15469.97,-.8165517
1,202.8918,39.24319,,64417.78,14731.88,1.460582
1,130.8062,25.44239,16726.95,182456.1,16488.88,36.3059
1,429.1997,160.9001,,47800.68,8939.848,46.26717
1,609.0436,237.7701,,16368.95,4693.943,37.8017
1,174.5737,18.09023,,16368.63,15421.54,15.02434
1,98.02606,36.52966,17544.2,63184.01,17492.73,16.17424
1,324.9193,147.7504,,186533.6,11799.83,24.31734
1,370.0518,154.9046,,115097.7,10428.91,26.7386
1,186.981,86.75053,,207164.7,15005.68,6.833491
1,264.157,99.72826,,180656,13141.91,12.56439
1,51.48346,5.632232,,210399.9,18714.72,4.763382
1,219.8891,97.47525,,58197.78,14279.21,21.39431
1,222.2372,33.34024,,216414.8,14355.93,23.0408
1,383.7763,158.1196,10399.49,110042.7,10085.69,9.029687
1,248.7413,70.07082,13780.7,92279.02,13564.19,-9.708795
1,128.9548,65.69717,16773.55,123513.3,16558.34,33.03846
1,238.9064,58.22088,,174603.1,13757.59,7.210169
1,309.7122,77.0722,12261.16,96603.07,12207.7,17.36968
1,444.9231,104.0947,,73582.89,8592.518,55.18933
1,192.4993,40.26456,,143350.3,15091.5,-11.29471
1,134.0166,23.87761,,208458.8,16373.42,-1.72235
1,39.13168,6.567658,,159865.3,18769.95,-6.900043
1,222.5606,47.04249,,30715.55,14357.55,47.26269
1,131.8582,36.3501,,50691.78,16380.05,11.18639
1,221.6204,75.0321,14465.33,199983,14434.62,30.93325
1,262.0205,139.1844,13444.58,83747.34,13436.63,15.81546
1,127.6578,35.78188,,129735.3,16692.93,6.702549
1,57.6921,3.097698,18558.53,118159.1,18471.43,16.17153
1,249.1164,89.12184,,54528.37,13431.05,34.18295
1,656.2127,89.00934,3581.434,20296.37,3437.433,37.40407
1,351.248,87.7673,,118196.8,10987.74,24.43828
1,131.2952,46.4918,16702.3,261349.6,16436.98,8.045757
1,133.7525,52.97998,16667.03,64163.77,16489.76,12.18014
1,490.1178,84.47284,,113525.1,7423.814,24.717
1,398.7102,116.0966,,96530.26,9961.219,29.84905
1,127.3955,10.15129,,257739.2,16580.39,23.95979
1,248.451,171.9605,13790.78,120824.2,13751.28,17.64798
1,654.5017,58.51307,,30624,3602.627,62.04334
1,475.7509,153.4053,,128407.9,8005.742,27.00032
1,505.1295,130.2424,7370.31,33187.54,7204.103,42.23959
1,909.8165,383.3351,,25,-279.1466,45.38103
1,307.1381,19.43543,,102327.7,12015.11,7.208042
1,128.069,22.13554,16798.56,76889.9,16620.33,-3.093223
1,130.5091,38.00321,,97062.77,16564.11,-1.490585
1,232.0296,57.80873,14193.78,71792.44,14078.19,15.79452
1,251.8489,48.23911,,210217.5,13623.5,15.61959
1,158.967,24.13919,16030.57,185180.9,15888.21,9.598034
1,340.1443,119.059,,27712.8,11318.77,39.91739
1,147.5299,30.76274,16315.3,233400.9,16015.14,21.39602
1,309.366,72.1345,,23319.23,11971.39,43.70791
1,416.3914,148.2043,9590.339,81187.87,9504.334,-1.541912
1,385.042,200.1143,10372.39,56861.41,10146.99,18.19267
1,308.3043,31.04766,12297.18,159164.2,12210.29,30.65077
1,39.85305,5.223239,,122718,18810.6,.0028425
1,371.9187,50.04058,,39764.9,10522.9,16.19458
1,446.0978,31.42286,8859.184,78924.02,8829.28,49.60666
1,201.0913,86.79336,14970.48,229735.3,14855.76,-14.22517
1,116.3723,6.346059,17085.79,133601.6,17034.3,-.4573728
1,409.5595,81.82534,,135790,9459.092,31.40479
1,384.4252,148.0052,,111244.8,10138.1,5.234357
1,295.1382,66.25167,12613.5,171920.8,12483.64,15.20968
1,129.1468,22.63994,16770.48,140126.5,16477.93,-5.02542
1,429.6501,149.9807,,26428.87,8985.843,23.98073
1,340.5646,27.96776,,127226.5,11366.76,29.02692
1,130.0619,71.04173,16743.84,103176.4,16402.24,21.2965
1,400.903,41.09305,9972.268,53887.95,9971.342,27.04489
1,431.6656,77.48245,,9591.245,8949.332,43.53874
1,381.3691,94.58095,,39216.9,10310.42,37.49995
1,175.5748,49.45899,,242809.6,15527.77,15.5731
1,236.2334,76.65267,,134708.5,13752.44,14.89154
1,292.5189,74.01703,,167545.7,12543.71,23.33089
1,431.4564,43.15235,,104879.9,8944.786,23.19323
1,205.3459,77.78175,,94334.05,14846.85,30.66055
1,202.2013,42.68493,14941.93,194810.3,14946.45,4.021483
1,248.1584,52.26628,,195786.5,13538.75,11.21549
1,536.1735,55.01535,,29770.74,6272.301,47.47203
1,114.6533,34.87385,,163045.3,17074.52,-1.309503
1,84.89228,6.678369,,186349.4,17540.98,15.95249
1,278.9975,18.94844,13033.39,99185.63,12834.91,2.537627
1,220.5766,39.09398,14482.15,163933.2,14265.44,-4.379663
1,236.9225,53.8646,,81813.71,13906.34,24.74751
1,131.2502,34.87125,,131084.1,16636.46,-1.884599
1,219.9393,106.7395,14501.38,88126.08,14329.01,20.97923
1,157.7473,10.52522,,44690.73,16043.75,-7.37574
1,431.546,97.02521,,58552.74,9003.515,23.95339
1,129.4512,37.35579,,48261.7,16730.81,-1.537075
1,129.9083,19.19286,,192411.7,16654.41,6.309805
1,247.8643,116.6708,,72169.7,13487.87,28.70313
1,390.578,117.9344,,111623.2,10201.65,38.10703
1,189.1233,25.33918,,137319,14928,26.04943
1,128.4055,14.7546,16794.39,229866.9,16754.1,11.99175
1,266.5326,182.4878,,113288.3,13088.74,7.537988
1,388.1818,113.8407,10295.96,79878.66,10057.65,13.28675
1,309.8415,171.7616,,125610.8,12072.23,17.78015
1,611.1595,126.6608,,66103.21,4668.305,19.70511
1,68.95726,22.02033,,131276.8,18070.73,5.899791
1,155.4499,10.59275,,24466.04,16015.04,39.43161
1,327.5042,174.7994,11812.29,134056.9,11732,7.134542
1,295.5187,96.34243,,128073,12297.55,9.959929
1,651.3596,148.1005,,41502.51,3698.02,44.4573
1,178.0652,39.5952,,56480.24,15414.97,-1.541622
1,354.7618,65.47253,,151470.6,10805.74,28.75964
1,129.777,27.93607,16755.77,67868.63,16499.78,-3.794457
1,116.7929,63.76112,17080.78,22584.05,16990.05,-2.988141
1,143.6875,15.23505,16409.19,72475.6,16155.33,-12.7321
